     9      9     20
d_kernel   u_kernel

3.1479e-16 0.4619
0.0000e+00 1.0000
0.0000e+00 1.0000
7.1296e-16 0.4757
4.4013e-16 0.3859
9.8450e-16 0.4625
0.0000e+00 1.0000
1.0998e-15 0.3177
5.1903e-16 0.2918
0.0000e+00 1.0000
0.0000e+00 1.0000
2.8325e-16 0.3834
2.2754e-16 0.3432
5.7294e-16 0.3033
0.0000e+00 1.0000
4.5975e-16 0.4365
1.3361e-15 0.3496
7.6686e-16 0.3570
4.7528e-16 0.4870
0.0000e+00 1.0000
4.9775e-16 0.4939
3.8581e-16 0.3375
4.5908e-16 0.3939
1.0694e-15 0.2736
1.8136e-15 0.2781
1.7025e-15 0.2504
1.2587e-15 0.2548
0.0000e+00 1.0000
7.0870e-16 0.3576
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
3.1816e-15 0.2606
6.9981e-14 0.0866
1.6990e-13 0.0571
6.7639e-14 0.0887
4.2330e-16 0.4513
1.0330e-15 0.4589
8.0284e-16 0.3222
7.0523e-16 0.2623
2.2366e-15 0.3224
4.1652e-13 0.0395
3.0560e-12 0.0161
4.9484e-12 0.0128
3.0446e-12 0.0161
2.8528e-16 0.4101
3.3793e-16 0.3415
0.0000e+00 1.0000
0.0000e+00 1.0000
6.6448e-14 0.0885
2.9790e-12 0.0161
1.0688e-11 0.0088
2.0496e-11 0.0060
1.0514e-11 0.0089
8.0433e-16 0.4005
1.7637e-15 0.4294
1.8201e-15 0.2656
1.8991e-15 0.2285
1.7325e-13 0.0585
4.8365e-12 0.0129
2.0236e-11 0.0060
1.2934e-09 0.0002
2.0352e-11 0.0060
4.3285e-16 0.4353
7.4686e-16 0.2857
0.0000e+00 1.0000
1.2920e-15 0.3207
6.2038e-14 0.0921
3.0291e-12 0.0161
1.0564e-11 0.0089
2.0618e-11 0.0060
1.0536e-11 0.0089
1.4974e-16 0.3957
9.3832e-16 0.3054
1.0894e-15 0.2772
1.0885e-15 0.2908
3.5363e-15 0.2541
4.2210e-13 0.0397
2.9362e-12 0.0162
4.9136e-12 0.0128
2.8830e-12 0.0165
0.0000e+00 1.0000
0.0000e+00 1.0000
4.8428e-16 0.4210
3.9209e-16 0.3577
2.6705e-16 0.4099
6.4909e-16 0.4221
6.3953e-16 0.4569
6.6125e-16 0.4462
7.4449e-16 0.3079
0.0000e+00 1.0000
0.0000e+00 1.0000
4.4629e-16 0.4319
0.0000e+00 1.0000
1.2338e-15 0.3324
7.7873e-16 0.3604
1.8098e-15 0.4539
1.4432e-15 0.2867
5.6762e-16 0.3545
1.4875e-16 0.4869
1.7179e-16 0.4995
4.3156e-16 0.3369
6.6271e-16 0.2756
9.6193e-16 0.2931
1.4439e-15 0.2800
1.5747e-15 0.3463
1.9189e-15 0.2249
1.3176e-15 0.2432
8.7396e-16 0.4296
4.2817e-16 0.3173
0.0000e+00 1.0000
6.9127e-16 0.2967
1.6869e-15 0.3193
3.2655e-15 0.2712
8.9932e-14 0.0750
2.3263e-13 0.0489
8.4905e-14 0.0741
0.0000e+00 1.0000
0.0000e+00 1.0000
9.1767e-16 0.2710
8.3417e-16 0.2697
3.2371e-15 0.2316
6.3439e-13 0.0313
5.9532e-12 0.0115
1.0537e-11 0.0088
6.0280e-12 0.0114
1.2462e-15 0.4119
8.1218e-16 0.2980
1.3383e-15 0.2780
1.9209e-15 0.3263
7.3573e-14 0.0799
6.0511e-12 0.0115
3.1086e-11 0.0052
8.1564e-11 0.0030
3.1158e-11 0.0053
3.0035e-16 0.4164
5.5420e-16 0.3736
0.0000e+00 1.0000
1.7302e-15 0.2993
2.4472e-13 0.0473
1.0631e-11 0.0088
8.1478e-11 0.0030
1.1861e-09 0.0003
8.1239e-11 0.0030
6.4374e-16 0.3960
1.0515e-15 0.4102
9.8579e-16 0.2649
1.2459e-15 0.2998
9.0081e-14 0.0776
5.8908e-12 0.0115
3.1438e-11 0.0052
8.1118e-11 0.0030
3.1107e-11 0.0052
3.4077e-16 0.3616
4.0296e-16 0.4111
7.9739e-16 0.3322
1.0771e-15 0.3109
4.3566e-15 0.2669
6.6349e-13 0.0306
5.8589e-12 0.0115
1.0571e-11 0.0088
5.9460e-12 0.0115
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
2.5347e-16 0.3926
7.2372e-16 0.3339
3.8218e-16 0.4498
3.4988e-16 0.4593
5.7996e-16 0.3366
1.2550e-15 0.3144
1.9327e-16 0.4355
1.5779e-16 0.4915
0.0000e+00 1.0000
1.2405e-15 0.4663
5.8820e-16 0.3003
4.8128e-16 0.3364
8.7480e-16 0.4172
1.2574e-15 0.3769
1.0406e-15 0.3143
0.0000e+00 1.0000
3.6053e-16 0.4070
4.6943e-16 0.3567
1.2399e-15 0.3864
1.8562e-15 0.3937
1.3121e-15 0.2703
2.0066e-15 0.2366
2.2184e-15 0.2040
1.2085e-15 0.1994
7.2816e-16 0.4270
1.0482e-15 0.4509
9.7558e-16 0.2757
1.0245e-15 0.3253
2.4645e-15 0.3188
3.5065e-15 0.2146
6.6686e-14 0.0812
1.8459e-13 0.0497
6.0969e-14 0.0859
3.5910e-16 0.4209
1.2296e-15 0.4145
1.5579e-15 0.3267
1.3749e-15 0.2490
2.6169e-15 0.2921
6.9566e-13 0.0288
8.8720e-12 0.0092
1.7573e-11 0.0067
8.9140e-12 0.0092
0.0000e+00 1.0000
0.0000e+00 1.0000
1.8916e-15 0.3360
3.9600e-15 0.3138
6.1792e-14 0.0821
8.7856e-12 0.0093
6.3919e-11 0.0036
1.5946e-10 0.0021
6.3930e-11 0.0036
0.0000e+00 1.0000
7.6625e-16 0.3665
1.0906e-15 0.2841
2.1188e-15 0.2529
1.9838e-13 0.0493
1.7498e-11 0.0067
1.5961e-10 0.0021
8.2920e-10 0.0006
1.5883e-10 0.0021
3.4960e-16 0.4182
6.1932e-16 0.3092
7.4281e-16 0.2400
1.9483e-15 0.2913
6.3398e-14 0.0878
8.9468e-12 0.0092
6.4392e-11 0.0036
1.5941e-10 0.0021
6.4322e-11 0.0036
5.1083e-16 0.4037
9.7599e-16 0.3449
9.0914e-16 0.2882
9.2152e-16 0.2770
2.3288e-15 0.1950
7.3244e-13 0.0284
8.8502e-12 0.0093
1.7550e-11 0.0067
8.8739e-12 0.0093
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
7.4968e-16 0.3543
3.2976e-16 0.3803
3.7194e-16 0.4087
9.2307e-16 0.3547
7.0864e-16 0.2775
1.2067e-15 0.4553
3.1599e-16 0.4767
0.0000e+00 1.0000
0.0000e+00 1.0000
2.2709e-16 0.3464
0.0000e+00 1.0000
1.0644e-15 0.2869
7.1717e-16 0.3352
1.5590e-15 0.3505
2.3566e-15 0.3551
2.8377e-16 0.4186
3.0861e-16 0.4109
0.0000e+00 1.0000
1.3051e-15 0.3768
1.9079e-15 0.3397
2.2232e-15 0.2312
1.8713e-15 0.2268
2.6826e-15 0.3144
3.9464e-15 0.3340
3.9001e-16 0.4091
6.6881e-16 0.2781
8.1527e-16 0.2968
8.5507e-16 0.2704
2.0655e-15 0.2313
3.4921e-15 0.2391
2.5736e-14 0.1175
9.7831e-14 0.0664
2.2017e-14 0.1211
8.4023e-16 0.4819
3.3233e-16 0.3790
8.9193e-16 0.3305
1.4490e-15 0.3168
2.3367e-15 0.2898
4.5874e-13 0.0340
9.0515e-12 0.0088
1.9740e-11 0.0061
8.8014e-12 0.0089
3.8500e-16 0.3662
1.1097e-15 0.4840
0.0000e+00 1.0000
1.6574e-15 0.2209
2.1231e-14 0.1257
8.9241e-12 0.0089
8.2560e-11 0.0031
1.7932e-10 0.0020
8.3432e-11 0.0031
5.9883e-16 0.4529
6.6024e-16 0.3481
1.6782e-15 0.2598
1.9382e-15 0.2386
9.1176e-14 0.0679
1.9875e-11 0.0061
1.8058e-10 0.0020
5.1731e-10 0.0009
1.7967e-10 0.0020
5.9754e-16 0.4155
7.7206e-16 0.3770
1.1011e-15 0.3036
4.5724e-15 0.3770
2.2958e-14 0.1266
9.1295e-12 0.0088
8.3082e-11 0.0031
1.8010e-10 0.0020
8.2835e-11 0.0031
0.0000e+00 1.0000
0.0000e+00 1.0000
1.3604e-15 0.4206
1.6267e-15 0.3089
2.3832e-15 0.1802
4.6592e-13 0.0336
8.9660e-12 0.0088
1.9900e-11 0.0061
8.8438e-12 0.0089
0.0000e+00 1.0000
0.0000e+00 1.0000
7.2015e-16 0.4558
7.2190e-16 0.3993
0.0000e+00 1.0000
8.3740e-16 0.4109
5.1567e-16 0.3182
0.0000e+00 1.0000
5.8219e-16 0.2950
1.9691e-16 0.4054
5.4334e-16 0.4074
9.9207e-16 0.3440
1.2238e-15 0.3656
1.5565e-15 0.3424
0.0000e+00 1.0000
1.1773e-15 0.2725
1.4640e-15 0.2668
1.3953e-15 0.2435
3.6376e-16 0.3761
6.4556e-16 0.3318
0.0000e+00 1.0000
1.0163e-15 0.2966
2.0285e-15 0.2591
2.9547e-15 0.4177
1.9379e-15 0.2175
2.1508e-15 0.2323
2.6876e-15 0.2625
3.7844e-16 0.4769
3.8507e-16 0.3528
9.2459e-16 0.3951
0.0000e+00 1.0000
1.8406e-15 0.2451
4.8894e-15 0.2342
7.4137e-15 0.1802
2.1504e-14 0.1352
9.1641e-15 0.1591
6.4963e-16 0.3592
4.3193e-16 0.3510
9.3167e-16 0.2676
2.6111e-15 0.2868
3.9843e-15 0.2596
1.2584e-13 0.0586
5.2042e-12 0.0108
1.3539e-11 0.0070
5.2741e-12 0.0108
9.3297e-16 0.4136
8.8306e-16 0.3341
2.1449e-15 0.4053
2.9133e-15 0.2153
7.4437e-15 0.1947
5.1441e-12 0.0109
7.0087e-11 0.0033
1.4721e-10 0.0022
7.0007e-11 0.0033
0.0000e+00 1.0000
6.7600e-16 0.4951
9.5910e-16 0.2807
2.1884e-15 0.2617
1.8707e-14 0.1230
1.3696e-11 0.0070
1.4800e-10 0.0022
3.2283e-10 0.0013
1.4753e-10 0.0022
1.7317e-15 0.4341
1.2486e-15 0.3903
4.0437e-15 0.3369
3.9691e-15 0.3619
1.0246e-14 0.2327
5.2488e-12 0.0108
7.0325e-11 0.0033
1.4686e-10 0.0022
6.9587e-11 0.0033
0.0000e+00 1.0000
5.8751e-16 0.3898
8.4744e-16 0.2393
1.2364e-15 0.3369
