     9      9     20
d_kernel   u_kernel

0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
2.3887e-16 0.4528
1.3059e-16 0.4903
0.0000e+00 1.0000
7.3719e-16 0.4224
1.6169e-16 0.4736
3.1442e-16 0.4399
0.0000e+00 1.0000
0.0000e+00 1.0000
2.9464e-16 0.3665
5.1939e-16 0.3673
0.0000e+00 1.0000
2.7904e-16 0.3838
5.0105e-16 0.3827
5.0558e-16 0.3518
3.1353e-16 0.4486
0.0000e+00 1.0000
0.0000e+00 1.0000
1.2722e-16 0.4389
4.8059e-16 0.3387
0.0000e+00 1.0000
4.4293e-16 0.3421
8.5424e-16 0.3496
1.5596e-15 0.3466
8.2576e-16 0.2560
0.0000e+00 1.0000
3.5240e-16 0.4251
1.6770e-16 0.4840
1.5107e-16 0.4038
9.7180e-16 0.3158
1.7193e-15 0.2751
1.8053e-15 0.2792
2.5393e-15 0.2873
2.1273e-15 0.1929
4.7726e-16 0.4138
1.6561e-16 0.4430
3.7081e-16 0.4405
8.6589e-16 0.3124
1.4073e-15 0.2666
2.4590e-15 0.1768
3.3220e-13 0.0366
1.7747e-12 0.0171
3.1653e-13 0.0374
0.0000e+00 1.0000
3.6235e-16 0.3881
5.0108e-16 0.4229
7.8688e-16 0.2929
1.8029e-15 0.2140
3.4144e-13 0.0359
2.4920e-11 0.0057
7.2008e-11 0.0033
2.4888e-11 0.0057
0.0000e+00 1.0000
3.6112e-16 0.4790
7.6690e-16 0.3935
1.0121e-15 0.2540
2.1593e-15 0.2883
1.8177e-12 0.0170
7.2152e-11 0.0033
1.3932e-09 0.0003
7.2574e-11 0.0033
0.0000e+00 1.0000
1.3343e-16 0.4756
4.3818e-16 0.4730
6.6811e-16 0.3108
2.0891e-15 0.3998
3.5142e-13 0.0357
2.4813e-11 0.0057
7.2302e-11 0.0033
2.4713e-11 0.0057
7.2677e-16 0.4945
0.0000e+00 1.0000
9.8988e-16 0.3177
1.0324e-15 0.4263
1.5416e-15 0.3432
3.4888e-15 0.2961
3.1973e-13 0.0371
1.7760e-12 0.0171
3.0671e-13 0.0379
0.0000e+00 1.0000
0.0000e+00 1.0000
9.5619e-17 0.4415
0.0000e+00 1.0000
0.0000e+00 1.0000
4.1552e-16 0.3673
5.5969e-16 0.3689
4.2301e-16 0.4288
