     9      9     20
d_kernel   u_kernel

0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
2.9600e-16 0.4953
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
2.5810e-16 0.4644
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
7.3471e-16 0.4526
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
7.3169e-16 0.3114
0.0000e+00 1.0000
5.1028e-16 0.3725
4.8336e-16 0.2784
1.2306e-15 0.3390
0.0000e+00 1.0000
2.4290e-16 0.4019
5.0130e-16 0.4900
4.4015e-16 0.3851
4.2295e-16 0.3494
1.4440e-15 0.4522
1.4365e-15 0.3056
1.7446e-15 0.3109
1.5386e-15 0.2601
0.0000e+00 1.0000
3.5126e-16 0.3967
5.9445e-16 0.4519
0.0000e+00 1.0000
4.9360e-16 0.4132
1.1560e-15 0.2332
5.5745e-15 0.1711
5.9657e-14 0.0709
6.4323e-15 0.1602
0.0000e+00 1.0000
1.5682e-16 0.4552
2.0710e-16 0.3669
5.5649e-16 0.3122
1.2546e-15 0.3233
3.7392e-15 0.1692
2.1043e-11 0.0055
1.0403e-10 0.0027
2.1039e-11 0.0055
0.0000e+00 1.0000
0.0000e+00 1.0000
4.6244e-16 0.3958
8.1479e-16 0.3603
2.7264e-15 0.3163
5.2655e-14 0.0749
1.0413e-10 0.0027
1.4697e-09 0.0003
1.0455e-10 0.0027
0.0000e+00 1.0000
1.9972e-16 0.4510
3.7388e-16 0.4997
6.5511e-16 0.3135
1.4309e-15 0.2731
5.7711e-15 0.1947
2.0937e-11 0.0055
1.0444e-10 0.0027
2.1195e-11 0.0055
0.0000e+00 1.0000
3.3523e-16 0.4390
2.5984e-16 0.3751
3.5915e-16 0.4066
6.3791e-16 0.2791
1.6241e-15 0.2863
5.2478e-15 0.1792
6.0265e-14 0.0697
7.3595e-15 0.2043
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
5.8872e-16 0.4217
2.4962e-16 0.4304
0.0000e+00 1.0000
