     9      9     20
d_kernel   u_kernel

0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
1.6249e-16 0.4733
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
2.1997e-16 0.4905
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
2.4071e-16 0.4414
0.0000e+00 1.0000
4.3109e-16 0.3855
0.0000e+00 1.0000
1.8477e-16 0.4390
6.4915e-16 0.4408
0.0000e+00 1.0000
0.0000e+00 1.0000
3.8572e-16 0.4799
1.2894e-16 0.4794
4.1656e-16 0.4863
5.0881e-16 0.3652
9.9353e-16 0.4023
0.0000e+00 1.0000
1.6271e-15 0.2802
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
5.4255e-16 0.4253
8.6459e-16 0.3358
1.9466e-15 0.2420
2.7599e-15 0.1909
2.3860e-15 0.2070
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
1.2584e-15 0.3529
1.8297e-15 0.2025
3.1431e-12 0.0107
7.8336e-11 0.0026
3.1346e-12 0.0107
2.7360e-16 0.4657
4.9034e-16 0.4885
4.2746e-16 0.4556
1.1048e-15 0.2918
1.6512e-15 0.2635
3.8155e-15 0.1732
7.8365e-11 0.0026
1.6101e-09 0.0003
7.8514e-11 0.0025
0.0000e+00 1.0000
1.5397e-16 0.4179
3.5651e-16 0.4981
3.5628e-16 0.4704
7.8811e-16 0.3078
2.1605e-15 0.2474
3.1418e-12 0.0107
7.8497e-11 0.0025
3.1362e-12 0.0107
0.0000e+00 1.0000
0.0000e+00 1.0000
1.2330e-16 0.4674
4.3848e-16 0.4530
2.7770e-16 0.4581
9.7607e-16 0.2953
2.1179e-15 0.2210
2.2991e-15 0.2260
2.7916e-15 0.2157
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
