     9      9     20
d_kernel   u_kernel

0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
5.4691e-16 0.3508
3.7182e-16 0.4578
5.1754e-16 0.4018
1.8935e-16 0.4548
2.0692e-16 0.4817
0.0000e+00 1.0000
3.1315e-16 0.4433
4.2255e-16 0.4176
1.0469e-15 0.3715
1.2921e-15 0.3275
7.0659e-16 0.3967
3.4193e-16 0.3896
0.0000e+00 1.0000
0.0000e+00 1.0000
2.9884e-16 0.4470
0.0000e+00 1.0000
1.2713e-15 0.3243
3.6116e-15 0.2062
6.9195e-15 0.1289
2.8925e-15 0.2062
8.2063e-16 0.4163
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
5.1511e-16 0.4199
6.5159e-15 0.1441
1.9255e-09 0.0001
6.6007e-15 0.1315
1.0254e-15 0.2978
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
1.3021e-15 0.3244
2.9848e-15 0.2081
6.4833e-15 0.1540
3.8046e-15 0.1830
7.7131e-16 0.3065
2.8675e-16 0.4373
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
3.1589e-16 0.4519
4.8345e-16 0.3710
9.8890e-16 0.3536
1.0962e-15 0.4512
5.4705e-16 0.3493
2.0792e-16 0.4250
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
1.3666e-16 0.4828
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
