     9      9     21
d_kernel   u_kernel

2.9708e-16 0.3562
7.2266e-16 0.3725
1.2725e-15 0.4490
1.5670e-15 0.3941
2.1562e-15 0.2787
1.4956e-15 0.3082
9.7177e-16 0.2215
8.5036e-16 0.2549
0.0000e+00 1.0000
1.0010e-15 0.3076
2.2273e-15 0.4341
2.1186e-14 0.1593
1.1441e-13 0.0736
2.0796e-13 0.0575
1.1940e-13 0.0747
1.5572e-14 0.1832
0.0000e+00 1.0000
8.5856e-16 0.3020
6.8853e-16 0.3198
1.7590e-14 0.1840
3.4924e-13 0.0471
1.1558e-12 0.0257
1.5859e-12 0.0222
1.0856e-12 0.0264
3.2839e-13 0.0466
1.7021e-14 0.1814
2.0365e-15 0.3918
1.5041e-15 0.3864
1.2553e-13 0.0747
1.1184e-12 0.0260
2.1929e-12 0.0187
3.0573e-12 0.0153
2.2264e-12 0.0184
1.1351e-12 0.0259
1.0279e-13 0.0804
1.1724e-15 0.3118
1.6787e-15 0.3837
2.1625e-13 0.0566
1.5299e-12 0.0223
3.0711e-12 0.0153
1.1688e-09 0.0002
3.1006e-12 0.0151
1.5082e-12 0.0224
2.0381e-13 0.0598
1.9558e-15 0.3300
1.5613e-15 0.3441
1.1478e-13 0.0769
1.1743e-12 0.0256
2.2092e-12 0.0186
3.1282e-12 0.0152
2.1667e-12 0.0187
1.1302e-12 0.0259
1.1010e-13 0.0764
1.2703e-15 0.2407
1.4691e-15 0.3031
1.4792e-14 0.1854
3.1743e-13 0.0473
1.1517e-12 0.0259
1.4799e-12 0.0226
1.1257e-12 0.0262
3.3996e-13 0.0459
1.7123e-14 0.1778
1.3746e-15 0.2641
3.8801e-16 0.3119
9.0592e-16 0.2527
1.3941e-14 0.1817
1.1798e-13 0.0773
1.9992e-13 0.0584
1.0481e-13 0.0796
1.8080e-14 0.1678
0.0000e+00 1.0000
1.2913e-15 0.4177
5.0949e-16 0.4020
8.1030e-16 0.4691
1.2208e-15 0.3468
1.3971e-15 0.4014
3.6427e-15 0.3511
6.0604e-16 0.2807
2.3392e-15 0.4185
4.8183e-16 0.4207
0.0000e+00 1.0000
1.2372e-15 0.3712
1.1426e-15 0.2758
2.2156e-15 0.3969
3.1368e-15 0.3402
2.3496e-15 0.3190
2.8368e-15 0.3098
9.0498e-16 0.2512
1.0782e-15 0.2279
8.7726e-16 0.2365
5.1184e-16 0.3320
1.7890e-15 0.4018
3.1156e-14 0.1297
2.5273e-13 0.0516
4.4397e-13 0.0396
2.5350e-13 0.0525
2.9632e-14 0.1438
1.6213e-15 0.3094
6.1679e-16 0.3256
9.8502e-16 0.3837
2.7638e-14 0.1384
7.8440e-13 0.0309
2.7977e-12 0.0169
3.9439e-12 0.0142
2.8484e-12 0.0169
8.0382e-13 0.0308
2.5303e-14 0.1330
1.8990e-15 0.3644
2.1768e-15 0.2309
2.3192e-13 0.0527
2.7939e-12 0.0169
6.7197e-12 0.0110
1.3500e-11 0.0073
6.7507e-12 0.0110
2.8817e-12 0.0167
2.3845e-13 0.0511
1.5663e-15 0.2408
1.9493e-15 0.4101
4.3086e-13 0.0406
3.8353e-12 0.0145
1.3378e-11 0.0073
1.2705e-09 0.0002
1.3462e-11 0.0073
3.8914e-12 0.0144
4.5705e-13 0.0388
2.1758e-15 0.3354
2.7608e-15 0.3393
2.4846e-13 0.0528
2.8220e-12 0.0169
6.7810e-12 0.0109
1.3424e-11 0.0073
6.6798e-12 0.0109
2.8795e-12 0.0168
2.4529e-13 0.0514
0.0000e+00 1.0000
2.1681e-15 0.3328
2.6233e-14 0.1538
7.6043e-13 0.0308
2.7869e-12 0.0170
3.7449e-12 0.0147
2.8687e-12 0.0168
8.0026e-13 0.0308
2.6198e-14 0.1460
9.2594e-16 0.2661
1.0720e-15 0.2802
9.9115e-16 0.4701
2.9469e-14 0.1433
2.4267e-13 0.0522
4.4879e-13 0.0396
