     9      9     20
d_kernel   u_kernel

0.0000e+00 1.0000
2.4496e-16 0.4510
0.0000e+00 1.0000
0.0000e+00 1.0000
3.2811e-16 0.4358
4.4068e-16 0.4981
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
2.0559e-16 0.3874
5.9179e-16 0.3679
5.5229e-16 0.4071
5.8457e-16 0.3289
9.5056e-16 0.2953
0.0000e+00 1.0000
1.4841e-16 0.4665
0.0000e+00 1.0000
2.4906e-16 0.4613
6.3989e-16 0.3317
6.8420e-16 0.3130
1.9660e-15 0.2995
1.3101e-15 0.2327
1.7256e-15 0.2472
9.5192e-16 0.3344
4.8752e-16 0.3699
0.0000e+00 1.0000
0.0000e+00 1.0000
5.3052e-16 0.4412
1.6020e-15 0.2560
4.1431e-13 0.0261
2.6302e-11 0.0041
4.4061e-13 0.0255
2.2239e-15 0.2969
6.7449e-16 0.3665
4.4581e-16 0.3899
0.0000e+00 1.0000
1.3897e-15 0.2687
2.6143e-15 0.2025
2.6079e-11 0.0042
1.7265e-09 0.0003
2.6152e-11 0.0042
1.5553e-15 0.2496
9.8787e-16 0.2950
6.8576e-16 0.4149
4.8269e-16 0.3036
1.0819e-15 0.3813
1.2529e-15 0.2866
4.4228e-13 0.0255
2.6047e-11 0.0042
4.3304e-13 0.0254
1.4807e-15 0.2824
7.0899e-16 0.4066
0.0000e+00 1.0000
2.5758e-16 0.4678
1.4901e-16 0.4868
0.0000e+00 1.0000
1.1991e-15 0.2873
1.8995e-15 0.2427
1.7731e-15 0.2117
1.3027e-15 0.3218
2.3656e-16 0.4770
4.4972e-16 0.4067
0.0000e+00 1.0000
0.0000e+00 1.0000
3.5226e-16 0.4601
7.7608e-16 0.3028
7.7688e-16 0.3042
5.9787e-16 0.3408
4.8423e-16 0.3296
4.6141e-16 0.4031
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
1.7127e-16 0.3920
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
4.3147e-16 0.4009
4.4348e-16 0.3272
0.0000e+00 1.0000
0.0000e+00 1.0000
5.6722e-16 0.3458
0.0000e+00 1.0000
2.6319e-16 0.4761
