     9      9     20
d_kernel   u_kernel

0.0000e+00 1.0000
0.0000e+00 1.0000
3.5458e-16 0.4623
5.7392e-16 0.4141
3.0412e-16 0.4881
0.0000e+00 1.0000
0.0000e+00 1.0000
3.1992e-16 0.4200
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
3.3757e-16 0.4129
8.5401e-16 0.4005
4.7120e-16 0.3859
6.8776e-16 0.4553
1.3242e-16 0.4582
6.0357e-16 0.3955
6.8165e-16 0.4188
3.4933e-16 0.4638
2.8321e-16 0.4982
0.0000e+00 1.0000
5.7206e-16 0.4445
1.7641e-15 0.3301
8.8911e-16 0.2774
8.9447e-16 0.3681
1.2285e-15 0.3033
1.2692e-15 0.3811
3.6790e-16 0.3758
0.0000e+00 1.0000
0.0000e+00 1.0000
6.5529e-16 0.3741
1.1331e-15 0.2663
1.9587e-15 0.2484
2.5300e-15 0.2329
3.1722e-15 0.2279
2.1201e-15 0.2170
3.2982e-16 0.3967
0.0000e+00 1.0000
6.5068e-16 0.3684
1.2356e-15 0.4504
1.8334e-15 0.3025
3.0125e-14 0.1142
1.5977e-12 0.0197
4.3894e-12 0.0126
1.6168e-12 0.0197
1.6678e-16 0.4254
1.6095e-16 0.4291
1.3771e-15 0.3946
7.1799e-16 0.3425
3.2368e-15 0.3206
1.5679e-12 0.0198
2.0088e-11 0.0065
4.3291e-11 0.0042
1.9814e-11 0.0065
0.0000e+00 1.0000
5.5826e-16 0.3506
6.0950e-16 0.3774
8.0462e-16 0.3572
3.7993e-15 0.2297
4.2690e-12 0.0127
4.3192e-11 0.0042
1.3422e-09 0.0003
4.3656e-11 0.0042
3.1075e-16 0.3255
3.0470e-16 0.4809
6.8451e-16 0.4546
8.7935e-16 0.2967
2.3115e-15 0.2624
1.6167e-12 0.0198
1.9751e-11 0.0065
4.3357e-11 0.0042
1.9962e-11 0.0065
1.5338e-16 0.4481
5.0189e-16 0.4496
4.9642e-16 0.3207
5.2758e-16 0.3768
1.0842e-15 0.2826
2.4970e-14 0.1203
1.5914e-12 0.0198
4.3562e-12 0.0125
1.5715e-12 0.0198
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
4.1524e-16 0.4462
0.0000e+00 1.0000
1.1468e-16 0.4010
0.0000e+00 1.0000
3.8984e-16 0.3836
