     9      9     20
d_kernel   u_kernel

0.0000e+00 1.0000
4.3602e-16 0.4023
0.0000e+00 1.0000
9.3833e-16 0.3741
1.2044e-15 0.3271
6.9880e-16 0.3373
5.4344e-16 0.3321
6.6424e-16 0.3105
1.0531e-15 0.2535
2.4733e-16 0.4568
0.0000e+00 1.0000
4.9792e-16 0.3452
6.0721e-16 0.3429
1.0613e-15 0.3844
6.3124e-16 0.3178
1.1350e-15 0.2514
1.2658e-15 0.3060
1.2226e-15 0.2564
3.2115e-16 0.4291
2.4803e-16 0.3645
5.2586e-16 0.3220
1.0563e-15 0.4476
7.9604e-16 0.2782
4.5919e-15 0.2977
1.5239e-14 0.2163
2.5278e-14 0.1472
1.2451e-14 0.2113
1.0265e-15 0.4546
1.0557e-15 0.4193
7.0552e-16 0.3120
6.0720e-16 0.3431
6.9526e-15 0.2437
1.2074e-13 0.0773
4.8595e-13 0.0398
6.9947e-13 0.0339
4.9625e-13 0.0394
0.0000e+00 1.0000
0.0000e+00 1.0000
1.5660e-15 0.4551
3.8424e-15 0.3415
1.3496e-13 0.0743
9.4915e-13 0.0287
2.1040e-12 0.0194
2.5367e-12 0.0177
2.1912e-12 0.0192
0.0000e+00 1.0000
0.0000e+00 1.0000
1.3042e-15 0.3942
1.3249e-14 0.1991
4.9700e-13 0.0394
2.1029e-12 0.0195
3.9758e-12 0.0142
8.7597e-12 0.0089
4.1842e-12 0.0141
2.9880e-16 0.3725
1.2402e-15 0.3651
1.3598e-15 0.3345
2.5854e-14 0.1476
7.0214e-13 0.0330
2.5424e-12 0.0176
8.8528e-12 0.0089
1.2501e-09 0.0002
8.9261e-12 0.0089
8.1049e-16 0.3118
4.8756e-16 0.3785
6.8210e-16 0.2760
1.3683e-14 0.1924
5.0841e-13 0.0387
2.1384e-12 0.0194
4.0461e-12 0.0141
9.0549e-12 0.0089
4.0305e-12 0.0141
0.0000e+00 1.0000
1.1584e-15 0.4586
0.0000e+00 1.0000
3.0707e-15 0.3891
1.2294e-13 0.0732
9.8533e-13 0.0288
2.1553e-12 0.0194
2.5994e-12 0.0175
2.1896e-12 0.0192
0.0000e+00 1.0000
5.2638e-16 0.4871
8.6187e-16 0.3555
9.0953e-16 0.3154
6.7253e-16 0.3474
9.9116e-16 0.2986
9.4420e-16 0.2773
2.8871e-15 0.4503
