     9      9     20
d_kernel   u_kernel

0.0000e+00 1.0000
2.1596e-16 0.4721
2.4898e-16 0.3725
1.6562e-16 0.4956
4.1987e-16 0.3458
3.1611e-16 0.4741
4.8186e-16 0.4441
3.4969e-16 0.4454
3.4455e-16 0.3769
0.0000e+00 1.0000
0.0000e+00 1.0000
1.1525e-16 0.4891
4.3447e-16 0.2824
3.9541e-16 0.3493
7.1431e-16 0.2858
1.0986e-15 0.3596
1.3234e-15 0.3647
9.8841e-16 0.3690
0.0000e+00 1.0000
4.0465e-16 0.3791
8.3437e-16 0.3929
3.2300e-16 0.3611
9.5939e-16 0.3428
8.9654e-16 0.2839
7.7214e-16 0.3025
2.0727e-15 0.4564
1.5655e-15 0.3828
0.0000e+00 1.0000
2.8930e-16 0.4795
4.9661e-16 0.4800
1.1752e-15 0.4660
1.3664e-15 0.4264
1.9285e-15 0.2897
5.4533e-15 0.2209
1.8406e-14 0.1492
4.4072e-15 0.2266
0.0000e+00 1.0000
1.8549e-16 0.4323
6.6644e-16 0.4903
1.0425e-15 0.3320
1.0608e-15 0.3507
9.2014e-14 0.0713
2.3420e-12 0.0172
4.9641e-12 0.0123
2.2862e-12 0.0176
2.8112e-16 0.4860
3.6930e-16 0.3771
8.1404e-16 0.3324
1.6536e-15 0.2714
8.4479e-15 0.2119
2.2559e-12 0.0175
1.6652e-11 0.0071
3.3333e-11 0.0048
1.6539e-11 0.0072
0.0000e+00 1.0000
7.3360e-16 0.3375
8.0297e-16 0.3291
1.5227e-15 0.2667
1.6396e-14 0.1541
4.8376e-12 0.0124
3.3247e-11 0.0048
1.3239e-09 0.0002
3.3969e-11 0.0047
5.2459e-16 0.3712
4.1381e-16 0.4549
5.3598e-16 0.4198
7.2443e-16 0.3113
3.7924e-15 0.2330
2.2059e-12 0.0177
1.6369e-11 0.0072
3.3288e-11 0.0048
1.6665e-11 0.0071
0.0000e+00 1.0000
3.0579e-16 0.4775
4.4989e-16 0.3372
1.1749e-15 0.3076
2.0264e-15 0.1856
1.0548e-13 0.0690
2.3034e-12 0.0174
4.9043e-12 0.0123
2.2851e-12 0.0175
0.0000e+00 1.0000
2.0817e-16 0.4664
0.0000e+00 1.0000
0.0000e+00 1.0000
4.3749e-16 0.3499
9.7792e-16 0.3773
9.8224e-16 0.4041
5.5470e-16 0.2606
