     9      9     20
d_kernel   u_kernel

0.0000e+00 1.0000
2.3737e-16 0.3842
3.4060e-16 0.4539
0.0000e+00 1.0000
1.1505e-15 0.4030
0.0000e+00 1.0000
3.0816e-16 0.3571
8.4779e-16 0.3122
6.4767e-16 0.3391
3.8094e-16 0.4349
4.6881e-16 0.4416
5.7966e-16 0.4731
3.6981e-16 0.4746
5.4432e-16 0.3173
8.2141e-16 0.2831
5.7775e-16 0.3628
1.0050e-15 0.3128
1.5481e-15 0.3580
0.0000e+00 1.0000
0.0000e+00 1.0000
0.0000e+00 1.0000
1.1186e-15 0.2910
7.0166e-16 0.3561
8.7762e-16 0.2853
1.2537e-15 0.2466
1.4137e-15 0.3336
2.7925e-15 0.3563
4.9082e-16 0.3689
8.5575e-16 0.2908
8.9670e-16 0.3624
5.2097e-16 0.3948
8.5005e-16 0.3068
1.0935e-14 0.1929
1.4788e-13 0.0652
3.2160e-13 0.0452
1.4608e-13 0.0645
4.3654e-16 0.4975
7.2628e-16 0.3409
1.0708e-15 0.3970
1.7223e-15 0.2934
1.3612e-14 0.1872
6.1097e-13 0.0343
3.0337e-12 0.0163
4.4330e-12 0.0135
2.9104e-12 0.0165
1.1782e-16 0.4863
3.6897e-16 0.3564
6.2891e-16 0.3603
1.6856e-15 0.2809
1.4148e-13 0.0654
2.9489e-12 0.0165
8.3245e-12 0.0099
1.6289e-11 0.0067
8.3220e-12 0.0099
3.4889e-16 0.4191
3.3092e-16 0.3169
1.0199e-15 0.3167
9.5517e-16 0.2484
2.9224e-13 0.0469
4.4742e-12 0.0135
1.6542e-11 0.0066
1.2809e-09 0.0002
1.6339e-11 0.0067
1.6430e-16 0.4378
3.5397e-16 0.3279
9.5271e-16 0.3826
9.2043e-16 0.3613
1.6127e-13 0.0613
3.0349e-12 0.0161
8.3073e-12 0.0099
1.6015e-11 0.0067
8.4428e-12 0.0098
0.0000e+00 1.0000
0.0000e+00 1.0000
9.7477e-16 0.3508
1.1122e-15 0.3312
6.7502e-15 0.2234
6.0138e-13 0.0344
3.0422e-12 0.0163
4.3852e-12 0.0136
2.8894e-12 0.0167
3.5539e-16 0.3925
5.2515e-16 0.3665
5.4300e-16 0.4828
1.3740e-16 0.4629
9.0169e-16 0.3689
4.9136e-16 0.4173
7.7426e-16 0.2959
2.1692e-15 0.3268
